Conjuge,Dependentes,TelefoneFixo,SegurancaOnline,BackupOnline,SeguroNoDispositivo,SuporteTecnico,TVaCabo,StreamingDeFilmes,PagamentoOnline,Maior65Anos,MesesDeContrato,ContaMensal,VariasLinhasTelefonicas_Nao,VariasLinhasTelefonicas_SemServicoTelefonico,VariasLinhasTelefonicas_Sim,ServicoDeInternet_DSL,ServicoDeInternet_FibraOptica,ServicoDeInternet_Nao,TipoDeContrato_DoisAnos,TipoDeContrato_Mensalmente,TipoDeContrato_UmAno,FormaDePagamento_CartaoDeCredito,FormaDePagamento_ChequeDigital,FormaDePagamento_ChequePapel,FormaDePagamento_DebitoEmConta,Churn
1,1,1,0,0,0,0,0,0,0,0,1,20.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
0,0,1,0,0,1,0,1,1,1,0,62,96.75,0,0,1,0,1,0,0,0,1,0,1,0,0,1
1,0,1,0,0,0,0,0,0,1,1,70,75.65,0,0,1,0,1,0,1,0,0,1,0,0,0,0
0,0,1,0,0,0,1,1,1,1,0,10,98.5,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1,1,1,0,0,0,0,0,0,1,0,39,23.8,0,0,1,0,0,1,1,0,0,0,0,1,0,0
1,0,1,0,1,0,1,1,0,1,0,46,64.2,1,0,0,1,0,0,1,0,0,1,0,0,0,0
0,0,1,0,1,0,0,1,0,1,0,6,85.35,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1,1,1,0,0,1,0,1,1,1,0,72,76.8,0,0,1,1,0,0,1,0,0,0,0,0,1,0
0,0,1,0,0,1,1,0,0,0,0,18,55.2,1,0,0,1,0,0,0,1,0,1,0,0,0,0
1,0,1,1,0,1,1,1,1,1,0,71,108.55,0,0,1,0,1,0,1,0,0,1,0,0,0,0
1,0,1,0,1,0,0,1,1,1,0,40,101.3,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,1,0,1,69.55,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,1,1,0,1,1,1,0,58,103.25,0,0,1,0,1,0,0,0,1,0,0,0,1,1
0,0,1,1,0,0,1,1,1,1,0,70,104.0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
1,0,1,0,0,0,0,0,0,0,0,42,25.25,0,0,1,0,0,1,1,0,0,0,1,0,0,0
1,1,0,1,0,0,0,0,0,0,0,34,30.4,0,1,0,1,0,0,0,0,1,0,0,0,1,0
0,0,1,0,0,0,0,0,0,0,1,5,20.05,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,0,1,0,0,0,0,1,0,1,0,25,84.6,0,0,1,0,1,0,0,1,0,0,0,1,0,0
0,0,1,0,0,1,0,0,1,1,0,2,86.2,1,0,0,0,1,0,0,1,0,0,0,1,0,1
1,1,1,0,1,1,1,1,1,1,0,55,103.7,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1,0,1,0,1,1,1,1,1,1,0,21,111.2,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1,0,1,1,1,0,1,0,0,1,0,70,88.0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
1,0,1,0,0,1,1,1,1,1,0,61,106.35,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,1,1,1,0,1,1,1,1,1,0,43,79.15,1,0,0,1,0,0,1,0,0,1,0,0,0,0
0,0,1,0,1,1,0,1,1,1,0,47,103.1,0,0,1,0,1,0,0,0,1,0,1,0,0,0
0,0,1,0,0,1,1,1,0,1,0,5,63.95,1,0,0,1,0,0,0,1,0,1,0,0,0,0
0,0,1,0,0,0,0,0,0,1,0,62,25.8,0,0,1,0,0,1,1,0,0,1,0,0,0,0
1,1,1,0,1,1,0,1,0,1,0,16,89.45,1,0,0,0,1,0,0,1,0,1,0,0,0,1
1,0,1,0,0,0,0,1,1,1,1,7,95.6,0,0,1,0,1,0,0,1,0,0,0,0,1,1
1,1,1,0,0,0,0,0,0,0,0,14,25.55,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1,1,1,0,1,1,0,1,0,0,0,60,90.95,1,0,0,0,1,0,0,0,1,0,1,0,0,1
1,1,0,0,0,1,1,1,0,1,0,34,44.85,0,1,0,1,0,0,0,1,0,0,1,0,0,0
1,0,1,1,1,0,1,1,1,0,0,50,108.55,0,0,1,0,1,0,0,0,1,0,1,0,0,1
1,1,1,0,0,0,0,0,0,0,0,38,25.05,0,0,1,0,0,1,1,0,0,1,0,0,0,0
1,1,1,1,1,1,1,0,1,0,0,70,74.1,1,0,0,1,0,0,0,0,1,1,0,0,0,0
1,1,1,0,1,0,0,1,0,1,0,37,88.8,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,0,1,0,0,0,0,1,0,1,1,4,78.85,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1,1,1,1,1,0,0,0,1,1,1,60,93.25,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,1,1,1,0,1,1,0,1,0,0,62,71.4,1,0,0,1,0,0,0,0,1,1,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,1,44.4,1,0,0,1,0,0,0,1,0,0,0,1,0,1
0,0,1,1,0,1,1,1,1,1,0,36,79.2,1,0,0,1,0,0,0,1,0,1,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,44,20.4,1,0,0,0,0,1,1,0,0,1,0,0,0,0
0,0,1,0,0,1,0,1,1,1,1,55,100.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
1,0,1,1,0,1,0,1,1,1,0,72,105.0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,12,19.8,1,0,0,0,0,1,0,0,1,0,0,0,1,1
0,0,0,1,0,0,0,0,0,1,0,13,30.85,0,1,0,1,0,0,0,1,0,0,0,0,1,0
0,0,1,0,0,0,0,1,1,1,0,1,89.9,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1,1,1,0,0,0,0,0,0,0,0,15,20.55,1,0,0,0,0,1,0,0,1,0,0,1,0,0
0,0,1,1,1,1,1,1,1,1,0,65,84.85,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1,1,0,1,0,0,1,0,0,0,0,12,33.15,0,1,0,1,0,0,0,0,1,1,0,0,0,0
1,0,1,1,1,1,1,1,1,1,0,72,92.0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
1,1,1,1,1,1,1,1,1,0,0,72,89.8,0,0,1,1,0,0,1,0,0,1,0,0,0,0
1,1,1,1,1,1,1,1,1,1,0,72,115.8,0,0,1,0,1,0,1,0,0,0,0,0,1,0
0,1,1,1,1,0,1,1,1,1,0,52,85.15,0,0,1,1,0,0,1,0,0,0,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,2,24.85,0,0,1,0,0,1,0,1,0,0,0,1,0,0
0,0,1,1,0,0,1,1,0,1,0,5,64.35,1,0,0,1,0,0,0,1,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,68,20.5,1,0,0,0,0,1,1,0,0,1,0,0,0,0
0,1,1,0,0,1,0,1,1,1,0,62,100.15,0,0,1,0,1,0,0,0,1,0,1,0,0,1
0,0,1,1,1,0,1,1,1,0,0,72,86.05,0,0,1,1,0,0,1,0,0,1,0,0,0,0
0,0,1,0,1,0,0,0,0,0,0,1,50.8,1,0,0,1,0,0,0,1,0,0,1,0,0,1
1,0,1,1,1,0,1,0,0,0,0,66,89.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
1,1,0,1,1,1,1,1,1,1,0,72,64.8,0,1,0,1,0,0,1,0,0,1,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,26,19.8,1,0,0,0,0,1,0,0,1,1,0,0,0,0
1,1,1,1,0,1,0,0,1,0,0,64,93.4,0,0,1,0,1,0,1,0,0,0,0,0,1,0
1,0,1,0,1,0,0,0,0,1,1,20,73.65,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,1,0,0,1,1,1,0,3,95.1,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,1,1,1,0,22,94.65,0,0,1,0,1,0,0,1,0,1,0,0,0,1
1,0,1,0,0,1,1,0,0,1,0,4,80.6,1,0,0,0,1,0,0,1,0,0,0,1,0,1
1,0,0,0,0,0,1,1,0,1,0,62,39.0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
0,0,1,0,0,0,0,0,0,1,0,5,20.5,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1,0,1,0,0,0,0,0,1,0,0,59,85.55,0,0,1,0,1,0,0,0,1,0,1,0,0,1
0,1,1,0,0,0,0,0,0,1,0,3,26.4,0,0,1,0,0,1,1,0,0,0,0,1,0,0
1,0,1,1,0,1,1,1,0,1,0,72,98.2,0,0,1,0,1,0,1,0,0,0,0,0,1,0
1,1,1,0,1,1,0,1,1,1,0,57,97.55,1,0,0,0,1,0,0,0,1,1,0,0,0,0
0,1,1,0,0,0,0,0,0,0,0,66,19.95,1,0,0,0,0,1,1,0,0,1,0,0,0,0
0,0,0,0,1,0,0,1,1,1,0,60,50.8,0,1,0,1,0,0,0,1,0,0,1,0,0,1
0,1,1,0,0,1,0,1,1,0,0,45,99.7,0,0,1,0,1,0,1,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,1,0,3,34.8,0,1,0,1,0,0,0,1,0,1,0,0,0,0
0,0,1,1,0,1,1,1,1,0,0,15,105.1,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,1,0,1,0,1,1,1,1,0,0,51,60.15,0,1,0,1,0,0,0,0,1,0,0,0,1,0
0,0,1,1,0,1,1,0,0,0,0,60,64.75,0,0,1,1,0,0,0,0,1,0,1,0,0,0
0,0,1,0,1,0,0,0,0,1,0,33,54.65,0,0,1,1,0,0,0,1,0,0,0,0,1,0
0,0,1,1,1,1,1,1,1,1,0,10,110.1,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,0,1,26,19.3,1,0,0,0,0,1,0,0,1,1,0,0,0,0
0,0,1,0,0,1,0,0,1,0,0,6,83.9,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1,0,1,1,0,1,1,1,1,1,0,67,111.25,0,0,1,0,1,0,0,0,1,0,1,0,0,0
1,1,0,1,0,0,1,0,0,1,0,49,35.8,0,1,0,1,0,0,0,0,1,1,0,0,0,0
0,0,1,0,0,0,0,0,0,1,0,1,20.05,1,0,0,0,0,1,0,1,0,0,0,1,0,0
0,0,1,0,0,1,0,1,0,1,1,7,84.35,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,1,1,1,1,0,1,1,1,1,27,110.5,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1,1,1,0,0,0,0,1,1,0,0,37,91.2,1,0,0,0,1,0,0,0,1,1,0,0,0,0
1,1,1,1,1,1,0,1,0,1,0,63,100.55,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1,1,1,1,0,1,1,0,0,0,0,31,89.3,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,1,1,0,1,1,0,1,1,1,0,50,103.85,0,0,1,0,1,0,0,1,0,0,0,0,1,1
0,0,1,0,0,1,0,0,0,1,1,32,81.1,0,0,1,0,1,0,0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,24.6,0,1,0,1,0,0,0,1,0,0,1,0,0,1
1,0,1,0,0,0,1,0,0,1,0,63,81.2,0,0,1,0,1,0,0,0,1,1,0,0,0,0
0,0,1,1,1,0,0,0,1,1,0,30,94.3,0,0,1,0,1,0,0,1,0,1,0,0,0,0
1,0,1,1,1,1,1,1,1,1,0,71,116.1,0,0,1,0,1,0,1,0,0,0,0,0,1,0
0,0,1,0,1,1,0,1,1,0,0,53,105.55,0,0,1,0,1,0,1,0,0,0,1,0,0,0
0,0,1,1,0,0,1,1,1,1,0,12,98.9,1,0,0,0,1,0,0,1,0,0,0,0,1,1
1,0,1,1,1,0,0,0,1,1,0,50,94.4,0,0,1,0,1,0,0,1,0,1,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,2,19.5,1,0,0,0,0,1,0,1,0,0,0,1,0,0
0,0,1,0,0,1,0,1,1,0,0,9,98.3,0,0,1,0,1,0,0,1,0,1,0,0,0,1
0,0,1,1,0,0,0,1,1,0,0,17,93.85,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1,0,1,1,1,1,0,1,1,1,0,56,105.6,1,0,0,0,1,0,0,0,1,1,0,0,0,0
1,1,1,1,1,1,0,1,1,0,0,67,81.35,1,0,0,1,0,0,1,0,0,1,0,0,0,0
0,0,1,0,0,1,0,1,1,1,1,9,100.5,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,1,0,1,0,4,56.4,1,0,0,1,0,0,0,1,0,0,1,0,0,0
0,0,1,0,1,0,1,0,1,1,0,19,65.35,1,0,0,1,0,0,0,0,1,0,0,0,1,0
0,1,1,0,0,0,0,0,0,0,0,8,19.95,1,0,0,0,0,1,0,1,0,0,0,1,0,0
0,0,1,0,1,1,1,1,1,1,0,71,111.25,0,0,1,0,1,0,1,0,0,0,1,0,0,0
0,0,1,0,1,0,0,0,0,1,1,10,72.85,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,1,0,0,1,0,0,1,15,89.0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
1,1,1,1,0,1,0,1,1,1,0,72,106.1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0,12,20.05,1,0,0,0,0,1,0,0,1,1,0,0,0,0
1,1,1,0,0,0,0,0,0,1,0,72,25.2,0,0,1,0,0,1,1,0,0,0,0,0,1,0
1,0,1,0,0,0,0,0,0,1,1,1,73.55,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,1,1,0,0,0,0,0,1,1,23,75.4,1,0,0,0,1,0,0,1,0,0,0,0,1,0
0,0,0,1,1,1,1,1,1,1,0,72,65.55,0,1,0,1,0,0,1,0,0,0,0,0,1,0
0,0,1,0,0,1,0,0,0,1,0,26,80.7,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,0,1,0,1,1,1,1,1,1,0,21,104.55,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1,0,1,0,0,0,0,0,0,0,0,60,24.15,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0,12,20.45,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1,0,1,0,0,0,0,0,0,1,0,16,75.4,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,0,1,1,1,0,0,1,1,1,0,63,79.7,0,0,1,1,0,0,0,0,1,1,0,0,0,0
0,0,1,1,1,0,0,0,0,0,1,22,81.7,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1,1,1,1,1,1,1,0,1,0,0,32,76.3,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0,0,1,0,1,0,0,0,0,1,1,3,79.4,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,1,1,0,0,0,1,0,13,81.15,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1,1,1,0,1,0,1,1,1,1,0,68,103.75,0,0,1,0,1,0,1,0,0,1,0,0,0,0
1,1,1,0,0,1,0,0,1,0,0,30,86.45,1,0,0,0,1,0,0,0,1,0,1,0,0,0
0,0,1,0,1,0,0,0,0,0,0,16,75.1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
0,0,1,0,1,0,1,0,0,0,0,33,80.6,1,0,0,0,1,0,1,0,0,0,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,72,19.3,1,0,0,0,0,1,1,0,0,1,0,0,0,0
0,0,1,0,0,0,0,0,1,1,1,4,84.6,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,0,1,0,0,1,0,0,1,0,12,33.6,0,1,0,1,0,0,0,0,1,0,0,1,0,0
1,0,1,0,0,0,0,1,0,1,1,4,83.25,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,1,1,1,1,1,0,1,1,0,0,0,80.85,1,0,0,1,0,0,1,0,0,0,0,1,0,0
0,0,1,1,0,0,0,0,0,1,0,6,79.05,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1,0,1,0,1,1,1,1,1,1,0,65,108.05,0,0,1,0,1,0,0,0,1,1,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,15,19.9,1,0,0,0,0,1,0,1,0,0,0,1,0,0
0,1,1,0,0,0,0,0,0,0,0,24,21.05,1,0,0,0,0,1,0,0,1,0,0,0,1,0
0,1,0,0,1,0,0,0,0,0,0,13,30.15,0,1,0,1,0,0,0,1,0,0,1,0,0,0
0,0,1,0,0,0,0,0,1,1,0,24,79.85,1,0,0,0,1,0,0,1,0,1,0,0,0,0
1,0,0,1,1,1,1,1,1,0,0,72,65.5,0,1,0,1,0,0,1,0,0,0,0,0,1,0
1,1,1,1,1,0,0,1,1,1,0,54,104.1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0,3,74.4,0,0,1,0,1,0,0,1,0,0,0,0,1,1
1,1,1,0,0,0,0,0,0,1,0,4,20.5,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1,1,1,0,0,1,0,1,0,1,1,32,91.35,0,0,1,0,1,0,0,1,0,0,0,1,0,0
0,0,1,0,0,1,0,1,1,1,1,35,99.05,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1,1,1,0,0,0,0,0,0,0,0,35,20.5,1,0,0,0,0,1,1,0,0,0,0,0,1,0
0,0,1,0,0,0,0,0,0,0,1,2,44.95,1,0,0,1,0,0,0,1,0,0,0,1,0,1
0,0,1,0,1,0,0,0,0,0,0,8,75.6,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,1,1,0,0,1,0,0,0,0,22,55.1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
0,0,1,1,0,1,1,0,0,0,0,15,58.95,1,0,0,1,0,0,0,1,0,0,1,0,0,0
0,0,1,0,0,0,0,1,1,1,0,22,95.1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,0,1,0,0,0,0,0,0,0,0,1,44.7,1,0,0,1,0,0,0,1,0,1,0,0,0,1
1,1,1,0,0,0,0,0,0,0,0,71,25.45,0,0,1,0,0,1,1,0,0,0,0,0,1,0
0,0,1,1,0,1,0,0,0,0,0,4,56.75,1,0,0,1,0,0,0,1,0,0,1,0,0,0
0,0,1,1,1,1,1,0,1,0,0,25,81.75,0,0,1,1,0,0,0,1,0,0,0,0,1,0
1,1,1,0,1,0,0,1,0,1,0,32,86.1,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1,0,0,1,0,0,0,0,0,0,1,7,29.8,0,1,0,1,0,0,0,1,0,0,0,0,1,0
0,0,1,0,0,0,0,0,0,1,0,17,20.5,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1,0,1,1,0,0,0,1,0,0,1,8,60.9,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0,0,1,1,0,1,1,0,1,0,1,56,73.25,0,0,1,1,0,0,1,0,0,0,0,0,1,0
0,0,1,0,0,0,0,0,0,1,0,1,45.7,1,0,0,1,0,0,0,1,0,0,0,1,0,1
0,0,1,1,0,0,1,1,1,0,1,8,100.3,1,0,0,0,1,0,0,1,0,1,0,0,0,1
0,0,1,0,0,0,0,0,0,0,0,7,19.25,1,0,0,0,0,1,0,1,0,0,1,0,0,1
0,1,1,0,0,0,0,0,0,0,0,3,20.85,1,0,0,0,0,1,0,1,0,0,0,1,0,0
0,0,1,1,1,1,1,1,0,0,0,71,77.35,1,0,0,1,0,0,1,0,0,1,0,0,0,0
0,0,1,0,0,0,0,1,1,1,0,2,96.0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,1,1,0,0,1,90.55,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1,0,1,1,1,0,0,1,0,1,0,49,93.85,0,0,1,0,1,0,0,1,0,0,0,0,1,0
0,0,1,0,1,1,1,1,0,0,0,58,70.1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1,0,0,0,1,0,0,0,0,1,1,44,30.35,0,1,0,1,0,0,0,1,0,0,1,0,0,1
1,1,1,0,1,0,1,1,1,1,0,59,75.95,1,0,0,1,0,0,1,0,0,1,0,0,0,0
0,0,1,1,0,1,1,1,1,1,0,71,108.05,0,0,1,0,1,0,1,0,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,1,0,1,69.9,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,0,0,11,75.25,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,0,1,0,1,1,0,1,1,1,1,62,103.75,0,0,1,0,1,0,0,0,1,0,1,0,0,1
1,1,1,1,0,0,1,0,0,1,0,35,54.95,1,0,0,1,0,0,0,0,1,0,0,0,1,0
0,0,1,0,0,0,0,0,0,1,0,20,19.5,1,0,0,0,0,1,0,1,0,0,0,0,1,0
1,1,1,0,0,0,0,0,0,0,0,40,19.6,1,0,0,0,0,1,1,0,0,0,0,1,0,0
0,0,1,1,0,0,0,0,0,1,0,39,47.85,1,0,0,1,0,0,0,0,1,0,1,0,0,0
0,0,1,0,0,0,0,0,1,1,0,1,86.6,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1,1,1,0,0,0,0,0,0,0,0,72,23.75,0,0,1,0,0,1,1,0,0,0,0,0,1,0
1,0,1,0,1,0,0,0,0,1,1,33,80.6,0,0,1,0,1,0,0,1,0,0,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,12,43.8,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0,1,19.75,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,1,1,0,0,0,0,0,0,0,0,27,19.15,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1,1,1,0,0,0,0,0,0,0,0,34,19.6,1,0,0,0,0,1,0,0,1,1,0,0,0,0
1,0,1,1,0,1,0,0,0,0,0,56,80.3,1,0,0,0,1,0,1,0,0,0,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0,58,24.35,0,0,1,0,0,1,1,0,0,1,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,22,25.25,0,0,1,0,0,1,1,0,0,1,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,10,26.1,0,0,1,0,0,1,1,0,0,1,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,13,20.0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
0,0,1,0,1,0,1,0,0,0,0,35,85.3,0,0,1,0,1,0,0,1,0,1,0,0,0,1
0,0,1,0,0,0,0,0,0,1,0,34,70.0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
0,0,1,0,0,0,0,1,1,1,1,4,94.3,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1,0,1,0,0,0,0,0,0,0,0,72,20.7,1,0,0,0,0,1,1,0,0,0,0,0,1,0
0,0,1,0,0,0,1,1,1,0,0,2,70.3,1,0,0,1,0,0,0,1,0,0,1,0,0,0
0,0,1,0,0,1,0,1,1,1,0,7,95.35,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1,0,1,0,0,0,0,0,0,1,1,27,75.5,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1,1,1,0,0,0,0,0,0,1,0,4,69.55,1,0,0,0,1,0,0,1,0,0,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,37,19.85,1,0,0,0,0,1,1,0,0,0,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,21,20.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1,0,1,0,0,0,0,1,1,1,1,53,95.85,0,0,1,0,1,0,0,0,1,1,0,0,0,0
0,0,1,0,0,0,1,0,1,1,0,18,90.1,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,0,0,2,68.95,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1,1,1,1,0,0,0,1,1,1,0,32,99.55,0,0,1,0,1,0,0,1,0,1,0,0,0,1
1,0,1,0,0,0,0,0,0,1,1,23,20.75,1,0,0,0,0,1,0,0,1,0,1,0,0,0
0,0,1,1,0,0,0,0,0,1,0,3,50.15,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1,1,0,1,1,0,1,1,1,0,0,71,58.65,0,1,0,1,0,0,1,0,0,0,0,1,0,0
0,0,1,0,0,0,1,1,1,1,0,9,95.9,1,0,0,0,1,0,0,1,0,0,0,0,1,0
0,0,1,0,1,0,0,0,0,0,0,1,49.5,1,0,0,1,0,0,0,1,0,0,1,0,0,0
1,1,1,0,0,1,0,0,1,0,0,18,57.45,1,0,0,1,0,0,0,1,0,0,1,0,0,1
1,1,1,0,0,0,0,0,1,0,0,12,53.65,1,0,0,1,0,0,0,0,1,1,0,0,0,1
1,0,1,1,1,1,1,0,1,1,0,71,80.1,0,0,1,1,0,0,1,0,0,0,0,1,0,0
0,0,1,0,0,0,0,0,0,1,0,64,24.4,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,0,0,0,0,0,1,0,1,1,0,4,40.05,0,1,0,1,0,0,0,1,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,1,0,23,19.5,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1,1,1,1,0,0,0,0,0,0,0,39,51.05,1,0,0,1,0,0,0,1,0,1,0,0,0,0
1,0,1,1,0,0,1,0,0,0,0,28,54.35,1,0,0,1,0,0,0,0,1,0,0,1,0,0
0,0,1,0,1,0,0,1,0,1,1,5,84.7,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1,0,1,0,0,1,0,0,1,1,1,45,86.1,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,1,0,37,70.35,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1,0,1,1,1,1,1,1,1,1,1,60,110.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
0,0,1,0,0,1,0,1,1,1,1,8,100.6,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,1,1,0,1,0,1,0,0,0,47,94.9,0,0,1,0,1,0,0,0,1,1,0,0,0,0
1,1,1,0,0,0,0,1,0,1,0,26,83.75,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1,1,1,1,0,0,1,1,0,1,1,3,88.3,1,0,0,0,1,0,0,1,0,0,0,1,0,1
1,1,1,0,0,0,0,0,0,1,0,50,69.75,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1,1,1,0,0,0,1,1,1,0,0,27,71.6,0,0,1,1,0,0,0,1,0,0,0,0,1,0
0,0,1,0,0,1,0,1,1,1,1,8,92.1,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1,0,1,0,0,0,0,0,0,0,0,62,23.65,0,0,1,0,0,1,1,0,0,0,0,0,1,0
1,0,1,1,0,1,1,1,1,0,0,71,81.85,1,0,0,1,0,0,1,0,0,0,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0,66,25.1,0,0,1,0,0,1,1,0,0,0,0,1,0,0
1,1,1,1,1,1,1,1,1,1,0,68,114.7,0,0,1,0,1,0,1,0,0,0,0,0,1,0
0,0,0,0,0,1,0,1,1,0,0,13,49.15,0,1,0,1,0,0,0,1,0,0,1,0,0,0
1,0,1,0,0,0,0,0,1,1,0,56,80.9,1,0,0,0,1,0,0,0,1,0,1,0,0,0
1,0,1,1,1,0,0,0,0,1,0,38,79.45,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,1,1,0,1,14,90.45,1,0,0,0,1,0,0,1,0,1,0,0,0,1
0,1,1,0,0,0,0,0,0,1,0,16,19.3,1,0,0,0,0,1,0,0,1,0,0,0,1,0
